layer,variant,distance,mean_cos
10,centered,10,0.0761643
10,centered,11,0.0758111
10,centered,12,0.0749643
10,centered,13,0.0741775
10,centered,14,0.0735036
10,centered,15,0.0724723
10,centered,16,0.0716547
10,centered,17,0.0708385
10,centered,18,0.069918
10,centered,19,0.0689609
10,centered,20,0.0680386
10,centered,21,0.0670256
10,centered,22,0.0656592
10,centered,23,0.0648911
10,centered,24,0.0638295
10,centered,25,0.0624005
10,centered,26,0.0615176
10,centered,27,0.0600757
10,centered,28,0.0586103
10,centered,29,0.0577602
10,centered,30,0.0565682
10,centered,31,0.0554939
10,centered,32,0.053935
10,centered,33,0.0531119
10,centered,34,0.051597
10,centered,35,0.0498039
10,centered,36,0.0486972
10,centered,37,0.0474019
10,centered,38,0.0455689
10,centered,39,0.0443479
10,centered,40,0.0427514
10,centered,41,0.0412031
10,centered,42,0.0398611
10,centered,43,0.0385009
10,centered,44,0.0371368
10,centered,45,0.0359556
10,centered,46,0.0348594
10,centered,47,0.0330155
10,centered,48,0.0310052
10,centered,49,0.0293265
10,centered,50,0.0284857
10,centered,51,0.0263789
10,centered,52,0.024734
10,centered,53,0.0227597
10,centered,54,0.0210348
10,centered,55,0.0193624
10,centered,56,0.0168573
10,centered,57,0.0149596
10,centered,58,0.0131439
10,centered,59,0.0105909
10,centered,60,0.0107628
10,centered,61,0.00823218
10,centered,62,0.0078054
10,centered,63,0.0104272
10,centered,64,0.00752595
10,centered,65,0.00614647
10,centered,66,0.00759035
10,centered,67,0.00606377
10,centered,68,0.0052267
10,centered,69,0.0093218
10,centered,70,0.0068179
10,centered,71,0.0192078
10,centered,72,-0.00320018
10,centered,73,-0.0419263
12,raw,0,0.636679
12,raw,1,0.636033
12,raw,2,0.635456
12,raw,3,0.635772
12,raw,4,0.635572
12,raw,5,0.635622
12,raw,6,0.635172
12,raw,7,0.634899
12,raw,8,0.635334
12,raw,9,0.635016
12,raw,10,0.634568
12,raw,11,0.634745
12,raw,12,0.634687
12,raw,13,0.634599
12,raw,14,0.63454
12,raw,15,0.634266
12,raw,16,0.633998
12,raw,17,0.63373
12,raw,18,0.633451
12,raw,19,0.633093
12,raw,20,0.63277
12,raw,21,0.632282
12,raw,22,0.631844
12,raw,23,0.631524
12,raw,24,0.631158
12,raw,25,0.63074
12,raw,26,0.630467
12,raw,27,0.629757
12,raw,28,0.628968
12,raw,29,0.62866
12,raw,30,0.628033
12,raw,31,0.627496
12,raw,32,0.626929
12,raw,33,0.626514
12,raw,34,0.625698
12,raw,35,0.624813
12,raw,36,0.624435
12,raw,37,0.623508
12,raw,38,0.622474
12,raw,39,0.621935
12,raw,40,0.621063
12,raw,41,0.620202
12,raw,42,0.619432
12,raw,43,0.618769
12,raw,44,0.617964
